Release Date,Season,Episode,Episode Title,Name,Sentence
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,margaery tyrell,There's no time for this.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,loras,"Ride back to Highgarden, sister. I'm not running from Stannis."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,margaery tyrell,Brienne of Tarth murdered Renly.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,loras,I don't believe that. You don't believe that. Who gained the most from our king's death?
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,petyr baelish,Stannis.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,loras,I will put a sword through his righteous face.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,margaery tyrell,You can't stay here.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,loras,"He would have been a true king, a good king."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,petyr baelish,"Tell me, Ser Loras, what do you desire most in this world?"
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,loras,Revenge.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,petyr baelish,"I have always found that to be the purest of motivations, but you won't have a chance to put your sword through Stannis, not today. You'll be cut to pieces before he sets foot on solid ground. If it is justice that you want, be smart about it."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,margaery tyrell,You can't avenge him from the grave. Bring the horses. Please.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,margaery tyrell,He was very handsome.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,petyr baelish,"He was, Your Grace."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,margaery tyrell,"Your Grace."" Calling yourself king doesn't make you one. And if Renly wasn't a king, I wasn't a queen."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,petyr baelish,Do you want to be a queen?
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,margaery tyrell,No. I want to be the queen.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,cersei lannister,Killed? By whom?
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,Accounts differ. Most seem to implicate Catelyn Stark in some way.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,cersei lannister,Really? Who'd have thought?
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,"Some say it was one of his own Kingsguard, while still others say it was Stannis himself who did it after negotiations went sour."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,cersei lannister,"Whomever did it, I say well done."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,"It's not what Varys says. He says Renly's army is flocking to support Stannis, which would give Stannis superiority over us on both land and sea."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,cersei lannister,Littlefinger says we can outspend him three to one.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,"And I say Father raised you to have too much respect for money. Stannis Baratheon is coming for us, sooner rather than later."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,cersei lannister,"Aren't there other things you should be doing, like sealing my daughter in a crate so you can ship her away?"
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,She'll be safer in Dorne.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,cersei lannister,"Yes, I know how concerned you are for her safety."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,"It so happens that I am. Myrcella is a sweet, innocent girl and I don't blame her at all for you."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,cersei lannister,So clever. Aren't you always so clever with your schemes and your plots?
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,Schemes and plots are the same thing. They are going to attack us. We need to be ready.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,cersei lannister,No need to concern yourself over it. The king is taking personal charge of siege preparations.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,May I ask specifically what the king has in mind?
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,cersei lannister,"You may, specifically, or you may ask vaguely. The answer will be the same."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,It's important that we talk about this.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,cersei lannister,It's the king's royal prerogative to withhold sensitive information from his councilors.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,lancel,It's wildfire.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,"Wildfire? You wouldn't lie to me, would you, cousin?"
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,lancel,No.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,MThat's a lie right there.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,lancel,It is not a lie. Why would I lie?
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,"Tell me, if the vile allegations against my brother and sister are true, do you think it will make Jaime more likely to kill you or less likely? When I tell him you're fucking her, I mean."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,lancel,I'm telling you the truth.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,The smart money would be on more likely.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,lancel,She's making wildfire.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,But then perhaps his own unnatural urges will give him sympathy for yours.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,lancel,The Alchemists' Guild is being commissioned.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,I suppose there's only one way to find out.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,lancel,They have thousands of pots already stored in their vaults. They are planning to launch it from the city walls into Stannis' ships and armies. Please.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,When did she tell you this?
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,lancel,"I heard her talking with the pyromancer. And the other night, after I left her, she went to meet him. I swear to you."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,Swear to me on what?
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,lancel,On my life.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,But I don't care about your life.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,lancel,"In the light of the Seven, by all that is holy and right, I, Lancel Lannister, do solemnly vow..."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,"All right, all right. Enough. Even torturing you is boring. Just get out."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,"Oh, Lancel, tell my friend Bronn to please kill you if anything should happen to me."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,lancel,Please kill me if anything should happen to Lord Tyrion.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,bronn,It will be my pleasure.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,davos,Your Grace.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,stannis baratheon,What is it?
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,davos,"I'm sorry about your brother, Your Grace, I wanted to let you know that people grieve for him."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,stannis baratheon,"Fools love a fool. I grieve for him as well, for the boy he was, not the man he grew to be."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,davos,I need to speak to you - about what I saw in that cave.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,stannis baratheon,I thought I made it clear to you there'd be no need to speak to me on this matter.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,davos,"Your Grace, I-"
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,stannis baratheon,I've never known you to need to hear a thing twice.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,davos,And I've never known you to hide from the truth.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,stannis baratheon,You've come to lecture me on truth?
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,davos,I've come to tell you that what I saw.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,stannis baratheon,"All my brother's bannermen have come to my side. Except the Tyrells, who fled like cowards. They won't be able to resist us now. Soon I shall be sitting on the Iron Throne."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,davos,"Nothing is worth what this will cost you, not even the Iron"
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,stannis baratheon,I'll hear no more about it.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,man,"Take a company of men, secure the perimeter."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,davos,When do we sail for King's Landing?
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,stannis baratheon,"As soon as I've consolidated my troops. We'll make short work of the Lannisters' fleet. Once Blackwater Bay is cleared, we'll deliver our troops to their doorstep and take the city."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,davos,And will you bring Lady Melisandre with you?
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,stannis baratheon,That's not your concern.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,davos,"If you take King's Landing with her by your side, the victory will be hers."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,stannis baratheon,I never thought I'd have reason to doubt your loyalty. Was I wrong?
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,davos,Loyal service means telling hard truths.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,stannis baratheon,"Oh, truth again. All right, what's the truth? The hard truth?"
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,davos,She's a foreigner preaching her foreign religion. Some believe she whispers orders in your ear and you obey.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,stannis baratheon,What do you believe?
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,davos,You won those bannermen from Renly. Don't lose them to her.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,stannis baratheon,We set out for King's Landing without Lady Melisandre. And you lead the fleet into Blackwater Bay.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,davos,"Your Grace, I'm honored, but my time on the sea was spent evading ships, not attacking them. The other lords won't be happy."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,stannis baratheon,"Most of those lords should consider themselves lucky I don't hang them for treason. Hard truths cut both ways, Ser Davos."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,girl,I've got it! I've got it!
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,man,"So it's that one there at the top, on the right."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,man,"Buy my fruit, my lord. Fresh fruit."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,"Stannis has more infantry, more ships, more horses. What do we have?"
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,bronn,There's that mind of yours you keep going on about.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,"Well, I've never actually been able to kill people with it."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,bronn,Good thing. I'd be out of a job. What about your father?
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,"He hasn't sent a raven in weeks. He's very busy. Being repeatedly humiliated by Robb Stark is time-consuming. We won't be able to hold the city against Stannis, not the way Joffrey's planning on holding it."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,protester,Corruption.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,crowd,Yes!
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,protester,"We are swollen, bloated, foul. Brother fornicates with sister in the bed of kings and we're surprised when the fruit of their incest is rotten? Yes, a rotten king."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,It's hard to argue with his assessment.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,bronn,Not after what he did to your birthday present.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,The king is a lost cause. It's the rest of us I'm worried about now.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,man,"A dancing king, prancing down his bloodstained halls to the tune of a twisted demon monkey."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,You have to admire his imagination.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,bronn,He's talking about you.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,What? Demon monkey?
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,bronn,People think you're pulling the king's strings. They blame you for the city's ills.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,Blame me? I'm trying to save them.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,bronn,You don't need to convince me.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,Demon monkey.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,man,"Yeah, come on."
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,theon greyjoy,You're the crew of the Sea Bitch? I'm your commander. Welcome.
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,theon greyjoy,Stop. Stop! Your captain commands you to stop!
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,black lorren,"Where are we headed, Captain?"
2012-04-29,Season 2,Episode 5,The Ghost of Harrenhal,theon greyjoy,"The Stony Shore, to raid their villages. There'll be spoils in it for you, and women, if you do your jobs well."
